 # de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity | value
#id=1
#text=Forslagsstillerneerkender, at udligningsordningerne er uhyre vanskeligt stof, og at det kan være svært at opnå balancen ved kun at kigge på udligningen.
1-1	Forslagsstillerne	B-noun.person	
1-2	erkender	B-verb.cognition	
1-3	,	O	
1-4	at	O	
1-5	udligningsordningerne	B-noun.abstract	
1-6	er	B-verb.stative	
1-7	uhyre	O	
1-8	vanskeligt	B-adj.all	
1-9	stof	B-noun.cognition	
1-10	,	O	
1-11	og	O	
1-12	at	O	
1-13	det	O	
1-14	kan	O	
1-15	være	B-verb.stative	
1-16	svært	B-adj.all	
1-17	at	O	
1-18	opnå	B-verb.aspectual	
1-19	balancen	B-noun.state	
1-20	ved	O	
1-21	kun	O	
1-22	at	O	
1-23	kigge	B-verb.cognition	
1-24	på	O	
1-25	udligningen	B-noun.act	
1-26	.	O	

#id=2
#text=Iforhold til det konkrete lovforslag, vi står med her, synes jeg faktisk, det ville have været hensigtsmæssigt, hvis ordførerne på det tidspunkt, hvor vi gennemgik det her lovforslag, havde gjort opmærksom på, at der i øvrigt lige var nogle ting, de gerne ville have med.
2-1	I	O	
2-2	forhold	O	
2-3	til	O	
2-4	det	O	
2-5	konkrete	B-adj.all	
2-6	lovforslag	B-noun.communication	
2-7	,	O	
2-8	vi	O	
2-9	står	B-verb.stative	
2-10	med	B-verb.COLL	
2-11	her	O	
2-12	,	O	
2-13	synes	B-verb.cognition	
2-14	jeg	O	
2-15	faktisk	O	
2-16	,	O	
2-17	det	O	
2-18	ville	O	
2-19	have	O	
2-20	været	B-verb.stative	
2-21	hensigtsmæssigt	B-adj.social	
2-22	,	O	
2-23	hvis	O	
2-24	ordførerne	B-noun.person	
2-25	på	O	
2-26	det	O	
2-27	tidspunkt	B-noun.time	
2-28	,	O	
2-29	hvor	O	
2-30	vi	O	
2-31	gennemgik	B-verb.act	
2-32	det	O	
2-33	her	O	
2-34	lovforslag	B-noun.communication	
2-35	,	O	
2-36	havde	O	
2-37	gjort	B-verb.act	
2-38	opmærksom	B-verb.COLL	
2-39	på	B-verb.COLL	
2-40	,	O	
2-41	at	O	
2-42	der	O	
2-43	i	O	
2-44	øvrigt	O	
2-45	lige	O	
2-46	var	B-verb.stative	
2-47	nogle	O	
2-48	ting	B-noun.artifact	
2-49	,	O	
2-50	de	O	
2-51	gerne	O	
2-52	ville	O	
2-53	have	O	
2-54	med	O	
2-55	.	O	

#id=3
#text=Herer skolerne, som også andre har været inde på i dag, meget vigtige.
3-1	Her	O	
3-2	er	B-verb.stative	
3-3	skolerne	B-noun.building	
3-4	,	O	
3-5	som	O	
3-6	også	O	
3-7	andre	O	
3-8	har	O	
3-9	været	B-verb.communication	
3-10	inde	B-verb.COLL	
3-11	på	B-verb.COLL	
3-12	i	O	
3-13	dag	B-noun.time	
3-14	,	O	
3-15	meget	O	
3-16	vigtige	B-adj.all	
3-17	.	O	

#id=4
#text=Jeg glæder mig derfor til en spændende debat.
4-1	Jeg	O	
4-2	glæder	B-verb.emotion	
4-3	mig	O	
4-4	derfor	O	
4-5	til	O	
4-6	en	O	
4-7	spændende	B-adj.mental	
4-8	debat	B-noun.communication	
