# newdoc id = selvhenter-6.tsv
# sent_id = 1
# text =  Britney Spears udgav et nyt album.
1	Britney	britney	PROPN		noun.person
2	Spears	spears	PROPN		noun.person
3	udgav	udgive	VERB		verb.communication
4	et	en	DET		
5	nyt	ny	ADJ		adj.time
6	album	album	NOUN		noun.communication
7	.	.	PUNCT		

# newdoc id = selvhenter-6.tsv
# sent_id = 2
# text = >:D Dem kan du faktisk købe to af for 200 kr.
1	>	>	PUNCT		
2	:	:	PUNCT		
3	D	d	PUNCT		
4	Dem	de	PRON		
5	kan	kunne	AUX		
6	du	du	PRON		
7	faktisk	faktisk	ADV		
8	købe	købe	VERB		verb.possession
9	to	to	NOUN		
10	af	af	ADV		
11	for	for	ADP		
12	200	200	NUM		
13	kr	kr	NOUN		noun.quantity
14	.	.	PUNCT		

# newdoc id = selvhenter-6.tsv
# sent_id = 3
# text =  Hvis du har lyst til at gøre det, skal du da have lov til det... ( var det ikke tydeligt nok i sidste indlæg?)
1	Hvis	hvis	SCONJ		
2	du	du	PRON		
3	har	have	VERB		verb.emotion
4	lyst	lyst	NOUN		verb.COLL
5	til	til	ADP		verb.COLL
6	at	at	PART		
7	gøre	gøre	VERB		verb.act
8	det	det	PRON		
9	,	,	PUNCT		
10	skal	skulle	AUX		
11	du	du	PRON		
12	da	da	ADV		
13	have	have	VERB		verb.cognition
14	lov	lov	NOUN		verb.COLL
15	til	til	ADP		verb.COLL
16	det	det	PRON		
17	.	.	PUNCT		
18	.	.	PUNCT		
19	.	.	PUNCT		
20	(	(	PUNCT		
21	var	være	AUX		verb.stative
22	det	det	PRON		
23	ikke	ikke	ADV		
24	tydeligt	tydelig	ADJ		adj.all
25	nok	nok	ADV		
26	i	i	ADP		
27	sidste	sidste	ADJ		adj.time
28	indlæg	indlæg	NOUN		noun.communication
29	?	?	PUNCT		
30	)	)	PUNCT		

# newdoc id = selvhenter-6.tsv
# sent_id = 4
# text =  Men for det meste, så er det i bund og grund glat og går ca. 10 cm. ned over skuldrerne.
1	Men	men	CCONJ		
2	for	for	ADP		
3	det	det	DET		
4	meste	megen	ADJ		
5	,	,	PUNCT		
6	så	så	ADV		
7	er	være	AUX		verb.stative
8	det	det	PRON		
9	i	i	ADP		
10	bund	bund	NOUN		
11	og	og	CCONJ		
12	grund	grund	NOUN		
13	glat	glatte	ADV		adj.phys
14	og	og	CCONJ		
15	går	gå	VERB		verb.stative
16	ca	ca	ADV		
