# newdoc id = politiken_2009-2.tsv
# sent_id = 1
# text =  Mere end en halv snes journalister, aktivister og ledere af Sri Lankas Fri Media Movement, som arbejder for pressefrihed, har forladt østaten.
1	Mere	mere	ADJ		
2	end	ende	ADP		
3	en	en	DET		
4	halv	halv	ADJ		adj.phys
5	snes	snes	NOUN		noun.quantity
6	journalister	journalist	NOUN		noun.person
7	,	,	PUNCT		
8	aktivister	aktivist	NOUN		noun.person
9	og	og	CCONJ		
10	ledere	leder	NOUN		noun.person
11	af	af	ADP		
12	Sri	sri	PROPN		noun.location
13	Lankas	lankas	PROPN		noun.location
14	Fri	fri	PROPN		noun.institution
15	Media	media	PROPN		noun.institution
16	Movement	movement	PROPN		noun.institution
17	,	,	PUNCT		
18	som	som	PRON		
19	arbejder	arbejde	VERB		verb.social
20	for	for	ADP		
21	pressefrihed	pressefrihed	NOUN		noun.abstract
22	,	,	PUNCT		
23	har	have	AUX		
24	forladt	forlade	VERB		verb.motion
25	østaten	østat	NOUN		noun.location
26	.	.	PUNCT		

# newdoc id = politiken_2009-2.tsv
# sent_id = 2
# text =  Jeg har ikke opfordret alle skoler til at bede morgenbøn.
1	Jeg	jeg	PRON		
2	har	have	AUX		
3	ikke	ikke	ADV		
4	opfordret	opfordre	VERB		verb.communication
5	alle	al	ADJ		
6	skoler	skole	NOUN		noun.institution
7	til	til	ADP		
8	at	at	PART		
9	bede	bede	VERB		verb.communication
10	morgenbøn	morgenbøn	NOUN		noun.communication
11	.	.	PUNCT		

# newdoc id = politiken_2009-2.tsv
# sent_id = 3
# text =  Det tilslutter anklageren sig.
1	Det	det	PRON		
2	tilslutter	tilslutte	VERB		noun.cognition
3	anklageren	anklager	NOUN		noun.person
4	sig	sig	PRON		verb.REFLPRON
5	.	.	PUNCT		

# newdoc id = politiken_2009-2.tsv
# sent_id = 4
# text =  Det skriver avisen The Guardian.
1	Det	det	PRON		
2	skriver	skrive	VERB		verb.communication
3	avisen	avis	NOUN		noun.communication
4	The	the	PROPN		noun.communication
5	Guardian	guardian	PROPN		noun.communication
6	.	.	PUNCT		

# newdoc id = politiken_2009-2.tsv
# sent_id = 5
# text =  blev Helga Jensen i stedet ordineret i 1956 af den mere liberale biskop Erik Jensen i Aalborg, som også førte tilsyn med Helga Jensens Skivemenighed, indtil biskop Baun blev pensioneret 12 år senere.
1	blev	blive	AUX		
2	Helga	helga	PROPN		noun.person
3	Jensen	jensen	PROPN		noun.person
4	i	i	ADP		
5	stedet	sted	NOUN		
6	ordineret	ordinere	VERB		verb.communication
7	i	i	ADP		
8	1956	1956	NOUN		noun.time
9	af	af	ADP		
10	den	den	DET		
11	mere	mere	ADV		
12	liberale	liberal	ADJ		adj.social
13	biskop	biskop	NOUN		noun.person
14	Erik	erik	PROPN		noun.person
15	Jensen	jensen	PROPN		noun.person
16	i	i	ADP		
17	Aalborg	aalborg	PROPN		noun.location
18	,	,	PUNCT		
19	som	som	PRON		
20	også	også	ADV		
21	førte	føre	VERB		verb.act
22	tilsyn	tilsyn	NOUN		noun.cognition
23	med	med	ADP		
24	Helga	helga	PROPN		noun.person
25	Jensens	jensens	PROPN		noun.person
26	Skivemenighed	skivemenighed	PROPN		noun.person
27	,	,	PUNCT		
28	indtil	indtil	SCONJ		
29	biskop	biskop	NOUN		noun.person
30	Baun	baun	PROPN		noun.person
31	blev	blive	AUX		
32	pensioneret	pensionere	VERB		verb.change
33	12	12	DET		
34	år	år	NOUN		noun.time
35	senere	sen	ADV		
36	.	.	PUNCT		

# newdoc id = politiken_2009-2.tsv
# sent_id = 6
# text =  Professor, overlæge
1	Professor	professor	NOUN		noun.person
2	,	,	PUNCT		
3	overlæge	overlæge	NOUN		noun.person

# newdoc id = politiken_2009-2.tsv
# sent_id = 7
# text =  Foto:
1	Foto	foto	NOUN		noun.artifact
2	:	:	PUNCT		

# newdoc id = politiken_2009-2.tsv
# sent_id = 8
# text =  Familieopgør går aldrig af mode på
1	Familieopgør	familieopgør	NOUN		noun.event
2	går	gå	VERB		verb.change
3	aldrig	aldrig	ADV		
4	af	af	ADP		verb.COLL
5	mode	mode	NOUN		verb.COLL
6	på	på	ADP		

# newdoc id = politiken_2009-2.tsv
# sent_id = 9
# text =  Det, der rykker.
1	Det	det	PRON		
2	,	,	PUNCT		
3	der	der	PRON		
4	rykker	rykke	VERB		verb.change
5	.	.	PUNCT		

# newdoc id = politiken_2009-2.tsv
# sent_id = 10
# text = " Det er meget skuffende, at vores indsats i det sidste år ikke er blevet påskønnet.
1	"	"	PUNCT		
2	Det	det	PRON		
3	er	være	AUX		verb.stative
4	meget	megen	ADV		
5	skuffende	skuffe	ADJ		adj.all
6	,	,	PUNCT		
7	at	at	SCONJ		
8	vores	vores	DET		
9	indsats	indsats	NOUN		noun.act
10	i	i	ADP		
11	det	det	DET		
12	sidste	sidste	ADJ		adj.time
13	år	år	NOUN		noun.time
14	ikke	ikke	ADV		
15	er	være	AUX		
16	blevet	blive	AUX		
17	påskønnet	påskønne	VERB		verb.emotion
18	.	.	PUNCT		

# newdoc id = politiken_2009-2.tsv
# sent_id = 11
# text =  Søren Høy)
1	Søren	søren	PROPN		noun.person
2	Høy	høy	PROPN		noun.person
3	)	)	PUNCT		

# newdoc id = politiken_2009-2.tsv
# sent_id = 12
# text =  Hvis man for alvor vil ud, så skal noderne på nettet kvit og frit.
1	Hvis	hvis	SCONJ		
2	man	man	PRON		
