# newdoc id = folketingetstaler-4.tsv
# sent_id = 1
# text =  Forslagsstillerne erkender, at udligningsordningerne er uhyre vanskeligt stof, og at det kan være svært at opnå balancen ved kun at kigge på udligningen.
1	Forslagsstillerne	forslagsstiller	NOUN		noun.person
2	erkender	erkende	VERB		verb.cognition
3	,	,	PUNCT		
4	at	at	SCONJ		
5	udligningsordningerne	udligningsordning	NOUN		noun.abstract
6	er	være	AUX		verb.stative
7	uhyre	uhyre	ADV		
8	vanskeligt	vanskelig	ADJ		adj.all
9	stof	stof	NOUN		noun.cognition
10	,	,	PUNCT		
11	og	og	CCONJ		
12	at	at	SCONJ		
13	det	det	PRON		
14	kan	kunne	AUX		
15	være	være	AUX		verb.stative
16	svært	svær	ADJ		adj.all
17	at	at	PART		
18	opnå	opnå	VERB		verb.aspectual
19	balancen	balance	NOUN		noun.state
20	ved	ved	ADP		
21	kun	kun	ADV		
22	at	at	PART		
23	kigge	kigge	VERB		verb.cognition
24	på	på	ADP		
25	udligningen	udligning	NOUN		noun.act
26	.	.	PUNCT		

# newdoc id = folketingetstaler-4.tsv
# sent_id = 2
# text =  I forhold til det konkrete lovforslag, vi står med her, synes jeg faktisk, det ville have været hensigtsmæssigt, hvis ordførerne på det tidspunkt, hvor vi gennemgik det her lovforslag, havde gjort opmærksom på, at der i øvrigt lige var nogle ting, de gerne ville have med.
1	I	i	ADP		
2	forhold	forhold	NOUN		
3	til	til	ADP		
4	det	det	DET		
5	konkrete	konkret	ADJ		adj.all
6	lovforslag	lovforslag	NOUN		noun.communication
7	,	,	PUNCT		
8	vi	vi	PRON		
9	står	stå	VERB		verb.stative
10	med	med	ADP		verb.COLL
11	her	her	ADV		
12	,	,	PUNCT		
13	synes	synes	VERB		verb.cognition
14	jeg	jeg	PRON		
15	faktisk	faktisk	ADV		
16	,	,	PUNCT		
17	det	det	PRON		
18	ville	ville	AUX		
19	have	have	AUX		
20	været	være	AUX		verb.stative
21	hensigtsmæssigt	hensigtsmæssig	ADJ		adj.social
22	,	,	PUNCT		
23	hvis	hvis	SCONJ		
24	ordførerne	ordfører	NOUN		noun.person
25	på	på	ADP		
26	det	det	DET		
27	tidspunkt	tidspunkt	NOUN		noun.time
28	,	,	PUNCT		
29	hvor	hvor	ADV		
30	vi	vi	PRON		
31	gennemgik	gennemgå	VERB		verb.act
32	det	det	PRON		
33	her	her	ADV		
34	lovforslag	lovforslag	NOUN		noun.communication
35	,	,	PUNCT		
36	havde	have	AUX		
37	gjort	gøre	VERB		verb.act
38	opmærksom	opmærksom	ADJ		verb.COLL
39	på	på	ADP		verb.COLL
40	,	,	PUNCT		
41	at	at	SCONJ		
