 # de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity | value
#id=1
#text=Mende kan ikke få parforholdet til at fungere.
1-1	Men	O	
1-2	de	O	
1-3	kan	O	
1-4	ikke	O	
1-5	få	B-verb.change	
1-6	parforholdet	B-noun.relation	
1-7	til	B-verb.PARTICLE	
1-8	at	O	
1-9	fungere	B-verb.phenomenon	
1-10	.	O	

#id=2
#text=Glædenlyste ud af dem, da stort set samtlige dansktopstjerner optrådte i et kæmpe fødselsdagsshow.
2-1	Glæden	B-noun.feeling	
2-2	lyste	B-verb.phenomenon	
2-3	ud	O	
2-4	af	O	
2-5	dem	O	
2-6	,	O	
2-7	da	O	
2-8	stort	O	
2-9	set	O	
2-10	samtlige	B-adj.all	
2-11	dansktopstjerner	B-noun.person	
2-12	optrådte	B-verb.act	
2-13	i	O	
2-14	et	O	
2-15	kæmpe	B-adj.phys	
2-16	fødselsdagsshow	B-noun.event	
2-17	.	O	

#id=3
#text=Detførste katalog udkom i 1911, og Bent er den lykkelige ejer af en stor samling af eftertidens eksemplarer.
3-1	Det	O	
3-2	første	B-adj.time	
3-3	katalog	B-noun.communication	
3-4	udkom	B-verb.communication	
3-5	i	O	
3-6	1911	B-noun.time	
3-7	,	O	
3-8	og	O	
3-9	Bent	B-noun.person	
3-10	er	B-verb.stative	
3-11	den	O	
3-12	lykkelige	B-adj.mental	
3-13	ejer	B-noun.person	
3-14	af	O	
3-15	en	O	
3-16	stor	B-adj.phys	
3-17	samling	B-noun.group	
3-18	af	O	
3-19	eftertidens	B-noun.time	
3-20	eksemplarer	B-noun.artifact	
3-21	.	O	

#id=4
#text=Den96-årige skibsreder er bestemt i fuldt vigør.
4-1	Den	O	
4-2	96	B-adj.time	
4-3	-	I-adj.time	
4-4	årige	I-adj.time	
4-5	skibsreder	B-noun.person	
4-6	er	B-verb.stative	
4-7	bestemt	O	
4-8	i	O	
4-9	fuldt	B-adj.all	
4-10	vigør	B-noun.attribute	
4-11	.	O	

#id=5
#text=Hælensad fast, men kronprinsessen  fik hurtigt skoen på igen, efter at hun og Frederik havde besøgt Arlington kirkegård og John F.
5-1	Hælen	B-noun.artifact	
5-2	sad	B-verb.stative	
5-3	fast	B-verb.PARTICLE	
5-4	,	O	
5-5	men	O	
5-6	kronprinsessen	B-noun.person	
5-7	fik	B-verb.change	
5-8	hurtigt	O	
5-9	skoen	B-noun.artifact	
5-10	på	O	
5-11	igen	O	
5-12	,	O	
5-13	efter	O	
5-14	at	O	
5-15	hun	O	
5-16	og	O	
5-17	Frederik	B-noun.person	
5-18	havde	O	
5-19	besøgt	B-verb.act	
5-20	Arlington	B-noun.location	
5-21	kirkegård	I-noun.location	
5-22	og	O	
5-23	John	B-noun.person	
5-24	F	I-noun.person	
5-25	.	O	

#id=6
#text=Nukoster de  172 kvadratmeter med ude ndør s bruseniche 12.950.000 kr.
6-1	Nu	O	
6-2	koster	B-verb.stative	
6-3	de	O	
6-4	172	O	
6-5	kvadratmeter	B-noun.quantity	
6-6	med	O	
6-7	ude	B-adj.phys	
6-8	ndør	I-adj.phys	
6-9	s	I-adj.phys	
6-10	bruseniche	B-noun.artifact	
6-11	12	O	
6-12	.	O	
6-13	950	O	
6-14	.	O	
6-15	000	O	
6-16	kr	B-noun.quantity	
6-17	.	O	

#id=7
#text=-sjov 37-årig komiker med hang til unge piger, luftede forleden sin 16 år yngre skuespillerkæreste Julie Zangenberg i de små gader i Københavns indre by.
7-1	-	O	
7-2	sjov	B-adj.mental	
7-3	37	B-adj.time	
7-4	-	I-adj.time	
7-5	årig	I-adj.time	
7-6	komiker	B-noun.person	
7-7	med	O	
7-8	hang	B-noun.cognition	
7-9	til	O	
7-10	unge	B-adj.time	
7-11	piger	B-noun.person	
7-12	,	O	
7-13	luftede	B-verb.act	
7-14	forleden	O	
7-15	sin	O	
7-16	16	O	
7-17	år	B-noun.time	
7-18	yngre	B-adj.time	
7-19	skuespillerkæreste	B-noun.person	
7-20	Julie	B-noun.person	
7-21	Zangenberg	I-noun.person	
7-22	i	O	
7-23	de	O	
7-24	små	B-adj.phys	
7-25	gader	B-noun.location	
7-26	i	O	
7-27	Københavns	B-noun.location	
7-28	indre	B-adj.phys	
7-29	by	B-noun.location	
7-30	.	O	

#id=8
#text=4Alle gebissers Porsche virker som en magnet på silikonebryster.
8-1	4	O	
8-2	Alle	O	
8-3	gebissers	B-noun.artifact	
8-4	Porsche	B-noun.vehicle	
8-5	virker	B-verb.phenomenon	
8-6	som	O	
8-7	en	O	
8-8	magnet	B-noun.artifact	
8-9	på	O	
8-10	silikonebryster	B-noun.body	
8-11	.	O	

#id=9
#text=Denældste halvdel af Brødrene Olsen føler sig bare som en glad dreng, der har fået en masse drømme opfyldt.
9-1	Den	O	
9-2	ældste	B-adj.time	
9-3	halvdel	B-noun.quantity	
9-4	af	O	
9-5	Brødrene	B-noun.person	
9-6	Olsen	I-noun.person	
9-7	føler	B-verb.emotion	
9-8	sig	B-verb.REFLPRON	
9-9	bare	O	
9-10	som	O	
9-11	en	O	
9-12	glad	B-adj.mental	
9-13	dreng	B-noun.person	
9-14	,	O	
9-15	der	O	
9-16	har	O	
9-17	fået	B-verb.phenomenon	
9-18	en	O	
9-19	masse	B-noun.quantity	
9-20	drømme	B-noun.cognition	
9-21	opfyldt	B-verb.phenomenon	
9-22	.	O	

#id=10
#text=Vidtforskellig smag kendetegner TV-værternes valg af bolig.
10-1	Vidt	O	
10-2	forskellig	B-adj.all	
10-3	smag	B-noun.cognition	
10-4	kendetegner	B-verb.stative	
10-5	TV	B-noun.person	
10-6	-	I-noun.person	
10-7	værternes	I-noun.person	
10-8	valg	B-noun.cognition	
10-9	af	O	
10-10	bolig	B-noun.building	
10-11	.	O	

#id=11
#text=Den løb løbsk, og det var ret sjovt.
11-1	Den	O	
11-2	løb	B-verb.motion	
11-3	løbsk	O	
11-4	,	O	
11-5	og	O	
11-6	det	O	
11-7	var	B-verb.stative	
11-8	ret	O	
11-9	sjovt	B-adj.mental	
11-10	.	O	

#id=12
#text=Og såmænd også på vores bare balder, proklamerede de to kvinder frimodigt.
12-1	Og	O	
12-2	såmænd	O	
12-3	også	O	
12-4	på	O	
12-5	vores	O	
12-6	bare	B-adj.phys	
12-7	balder	B-noun.body	
12-8	,	O	
12-9	proklamerede	B-verb.communication	
12-10	de	O	
12-11	to	O	
12-12	kvinder	B-noun.person	
12-13	frimodigt	O	
12-14	.	O	

#id=13
