 # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue
#id=1
#text=Lidt mere lys i alt fald.
1-1	Lidt	lidt	AD:----:--:p---	
1-2	mere	megen	AC:##u#:--:c---	
1-3	lys	lys|1f|Lys-2|lys-1g|lys-1f|lys-1e|lys-1d|lys-F-gå-ud-som-et-lys|lys-F-grønt-lys(for-noget)|lys-F-grønt/gult/rødt-lys|lys-F-føre-nogen-bag-lyset|lys-F-der-går-et-lys-op-for-nogen|lys-F-brænde-sit-lys-i-begge-ender|lys-F-bengalsk-lys|lys-5|lys-4|lys-3|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-tåle-dagens-lys|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-se-lyset|lys-F-se-dagens-lys|lys-F-rank-som-et-lys|lys-i-mørket|lys-F-levende-lys|lys-F-lede/søge-med-lys-og-lygte|lys-F-komme-for-dagens-lys|lys-F-kaste-lys-over|lys-F-i-lyset-af|lys-F-i-et-nyt-(andet-..)-lys	NC:siun:--:----	
1-4	i	i	T-:----:--:----	
1-5	alt	al	PI:s-un:--:----	
1-6	fald	fald	NC:siun:--:----	
1-7	.	.	ZP	

#id=2
#text= De to døtre og den ene søn efter Grethe Meyer fastholder, at deres gamle mor målrettet blev ført bag lyset.
2-1	De	den	PM:p-u#:--:----	
2-2	to	to	LC:--u-:--:----	
2-3	døtre	datter	NC:piu#:--:----	
2-4	og	og	CC:----:--:----	
2-5	den	den	PM:s-uc:--:----	
2-6	ene	ene	AC:§§u§:--:p---	
2-7	søn	søn	NC:siuc:--:----	
2-8	efter	efter	T-:----:--:----	
2-9	Grethe	Grethe	NP:siu#:--:----	
2-10	Meyer	Meyer	NP:siu#:--:----	
2-11	fastholder	fastholde	VF:----:sa:----	
2-12	,	,	ZD	
2-13	at	at	CS:----:--:----	
2-14	deres	deres	PO:#--#:--:-3np	
2-15	gamle	gammel	AC:sdu#:--:p---	
2-16	mor	mor	NC:siuc:--:----	
2-17	målrettet	målrettet	AD:----:--:p---	
2-18	blev	blive	VF:----:ta:----	
2-19	ført	føre	VT:siu#:t-:----	
2-20	bag	bag	T-:----:--:----	
